CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
15234,276.0,1,197.0,1,1,1,Inactive Customers
15235,217.0,12,2247.51,1,3,2,Inactive Customers
15236,,1,321.05,1,1,1,Inactive Customers
15237,1.0,4,1412.32,3,1,1,Low Value Customers
15238,28.0,3,1071.99,3,1,1,Low Value Customers
15239,,2,780.59,1,1,1,Inactive Customers
15240,191.0,5,1706.57,1,2,1,Inactive Customers
15241,66.0,8,1756.44,2,2,1,Good Customers
15243,,1,316.68,1,1,1,Inactive Customers
15244,64.0,2,631.57,2,1,1,Low Value Customers
15245,186.0,3,2515.84,1,1,2,Inactive Customers
15246,,2,514.15,1,1,1,Inactive Customers
15247,121.0,1,356.0,1,1,1,Inactive Customers
15249,31.0,13,6688.46,2,3,3,Good Customers
15251,90.0,11,10484.99,2,3,3,Good Customers
15252,35.0,2,740.78,2,1,1,Low Value Customers
15253,88.0,5,918.2,2,2,1,Good Customers
15254,126.0,1,300.36,1,1,1,Inactive Customers
15255,66.0,1,890.85,2,1,1,Low Value Customers
15256,,1,98.45,1,1,1,Inactive Customers
15257,282.0,1,317.15,1,1,1,Inactive Customers
15258,216.0,2,623.16,1,1,1,Inactive Customers
15260,186.0,7,1810.77,1,2,1,Inactive Customers
15261,,1,254.82,1,1,1,Inactive Customers
15262,,1,178.95000000000002,1,1,1,Inactive Customers
15263,,1,156.51,1,1,1,Inactive Customers
15264,63.0,1,393.74,2,1,1,Low Value Customers
15265,150.0,2,1506.1200000000001,1,1,1,Inactive Customers
15266,337.0,1,119.3,1,1,1,Inactive Customers
15267,58.0,5,1717.36,2,2,1,Good Customers
15269,,1,408.8,1,1,1,Inactive Customers
15270,301.0,7,2379.49,1,2,2,Inactive Customers
15271,6.0,15,2507.07,3,3,2,Best Customers
15272,,2,721.94,1,1,1,Inactive Customers
15274,3.0,2,716.57,3,1,1,Low Value Customers
15275,37.0,1,615.14,2,1,1,Low Value Customers
15276,65.0,1,135.31,2,1,1,Low Value Customers
15277,,1,255.89999999999998,1,1,1,Inactive Customers
15279,,1,290.51,1,1,1,Inactive Customers
15280,,1,113.12,1,1,1,Inactive Customers
15281,58.0,9,2332.15,2,2,2,Good Customers
15286,,1,240.55,1,1,1,Inactive Customers
15287,,2,486.69,1,1,1,Inactive Customers
15288,155.0,5,2306.52,1,2,2,Inactive Customers
15289,28.0,3,939.78,3,1,1,Low Value Customers
15290,4.0,18,7943.22,3,3,3,Best Customers
15291,31.0,15,4668.3,2,3,2,Good Customers
15292,,1,180.94,1,1,1,Inactive Customers
15296,183.0,6,3672.86,1,2,2,Inactive Customers
15297,28.0,3,641.94,3,1,1,Low Value Customers
15298,1.0,12,4799.9,3,3,2,Best Customers
15299,66.0,7,4507.01,2,2,2,Good Customers
15300,63.0,1,496.44,2,1,1,Low Value Customers
15301,186.0,12,5070.35,1,3,3,Inactive Customers
15303,,1,574.02,1,1,1,Inactive Customers
15304,60.0,8,694.4,2,2,1,Good Customers
15306,63.0,3,1174.3500000000001,2,1,1,Low Value Customers
15307,95.0,1,205.3,1,1,1,Inactive Customers
15308,273.0,1,310.47,1,1,1,Inactive Customers
15311,0.0,91,60767.9,3,3,3,Best Customers
15312,214.0,4,924.85,1,1,1,Inactive Customers
15313,,1,52.0,1,1,1,Inactive Customers
15314,,1,327.97,1,1,1,Inactive Customers
15315,63.0,2,570.5,2,1,1,Low Value Customers
15316,,1,165.0,1,1,1,Inactive Customers
15318,3.0,1,312.62,3,1,1,Low Value Customers
15319,283.0,1,204.5,1,1,1,Inactive Customers
15320,,1,267.13,1,1,1,Inactive Customers
15321,,3,2748.31,1,1,2,Inactive Customers
15322,,1,679.68,1,1,1,Inactive Customers
15325,,1,162.29,1,1,1,Inactive Customers
15326,333.0,1,311.71,1,1,1,Inactive Customers
15327,,1,208.75,1,1,1,Inactive Customers
15329,,3,1049.7,1,1,1,Inactive Customers
15330,31.0,2,714.9599999999999,2,1,1,Low Value Customers
15332,365.0,4,1661.06,1,1,1,Inactive Customers
15333,,1,1028.56,1,1,1,Inactive Customers
15334,156.0,3,351.67,1,1,1,Inactive Customers
15335,,1,173.97,1,1,1,Inactive Customers
15339,65.0,2,574.07,2,1,1,Low Value Customers
15341,,1,2020.52,1,1,2,Inactive Customers
15342,129.0,1,406.09000000000003,1,1,1,Inactive Customers
15343,,1,364.5,1,1,1,Inactive Customers
15344,0.0,3,563.94,3,1,1,Low Value Customers
15345,,1,393.54,1,1,1,Inactive Customers
15346,332.0,1,252.42000000000002,1,1,1,Inactive Customers
15347,365.0,1,201.60000000000002,1,1,1,Inactive Customers
15348,,1,158.04,1,1,1,Inactive Customers
15349,157.0,2,473.81,1,1,1,Inactive Customers
15350,372.0,1,115.65,1,1,1,Inactive Customers
15351,32.0,7,1960.11,2,2,1,Good Customers
15353,367.0,2,777.02,1,1,1,Inactive Customers
15355,28.0,2,277.05,3,1,1,Low Value Customers
15356,30.0,10,2766.5,3,3,2,Best Customers
15358,4.0,22,8347.2,3,3,3,Best Customers
15360,,1,427.93,1,1,1,Inactive Customers
15361,,1,418.92,1,1,1,Inactive Customers
15363,372.0,1,326.0,1,1,1,Inactive Customers
15364,95.0,2,913.19,1,1,1,Inactive Customers
15365,95.0,7,2314.32,1,2,2,Inactive Customers
15366,,2,602.51,1,1,1,Inactive Customers
15367,245.0,4,1877.5900000000001,1,1,1,Inactive Customers
15368,,1,446.94000000000005,1,1,1,Inactive Customers
15370,59.0,7,2386.05,2,2,2,Good Customers
15372,,1,2007.4,1,1,2,Inactive Customers
15373,7.0,12,2415.91,3,3,2,Best Customers
15374,128.0,1,168.0,1,1,1,Inactive Customers
15376,221.0,3,1233.3600000000001,1,1,1,Inactive Customers
15379,185.0,7,3703.29,1,2,2,Inactive Customers
15380,8.0,5,1690.26,3,2,1,Good Customers
15381,213.0,2,596.85,1,1,1,Inactive Customers
15382,184.0,6,5955.71,1,2,3,Inactive Customers
15384,,2,642.41,1,1,1,Inactive Customers
15385,,1,316.88,1,1,1,Inactive Customers
15386,185.0,1,394.14,1,1,1,Inactive Customers
15388,,1,140.54,1,1,1,Inactive Customers
15389,,1,500.0,1,1,1,Inactive Customers
15392,4.0,4,1535.53,3,1,1,Low Value Customers
15393,280.0,2,231.86,1,1,1,Inactive Customers
15394,,4,2183.54,1,1,2,Inactive Customers
15395,,1,107.45,1,1,1,Inactive Customers
15396,,1,288.18,1,1,1,Inactive Customers
15397,,1,94.0,1,1,1,Inactive Customers
15398,,2,1345.53,1,1,1,Inactive Customers
15399,0.0,3,815.77,3,1,1,Low Value Customers
15400,91.0,5,716.2,1,2,1,Inactive Customers
15402,,2,626.77,1,1,1,Inactive Customers
15405,188.0,1,349.1,1,1,1,Inactive Customers
15406,30.0,2,510.71000000000004,3,1,1,Low Value Customers
15407,33.0,4,1056.44,2,1,1,Low Value Customers
15408,,1,267.18,1,1,1,Inactive Customers
15410,98.0,8,3450.84,1,2,2,Inactive Customers
15411,123.0,4,1358.88,1,1,1,Inactive Customers
15412,,1,190.53,1,1,1,Inactive Customers
15414,36.0,3,774.9000000000001,2,1,1,Low Value Customers
15415,,1,572.8100000000001,1,1,1,Inactive Customers
15416,64.0,4,3984.32,2,1,2,Low Value Customers
15417,,1,508.8,1,1,1,Inactive Customers
15419,,1,135.86,1,1,1,Inactive Customers
15421,58.0,4,950.36,2,1,1,Low Value Customers
15422,,2,97.7,1,1,1,Inactive Customers
15423,37.0,1,43.5,2,1,1,Low Value Customers
15424,,2,383.34,1,1,1,Inactive Customers
15426,32.0,5,1447.39,2,2,1,Good Customers
15427,32.0,3,1483.14,2,1,1,Low Value Customers
15428,,1,93.78,1,1,1,Inactive Customers
15429,,2,397.35,1,1,1,Inactive Customers
15432,,1,171.19000000000003,1,1,1,Inactive Customers
15433,213.0,2,533.3,1,1,1,Inactive Customers
15434,7.0,5,1041.48,3,2,1,Good Customers
15435,,1,149.29,1,1,1,Inactive Customers
15436,,3,1122.53,1,1,1,Inactive Customers
15437,,1,200.16,1,1,1,Inactive Customers
15438,,1,156.57999999999998,1,1,1,Inactive Customers
15440,,3,383.68,1,1,1,Inactive Customers
15442,248.0,1,594.0,1,1,1,Inactive Customers
15443,1.0,7,3236.91,3,2,2,Good Customers
15444,,2,1418.26,1,1,1,Inactive Customers
15445,,1,113.5,1,1,1,Inactive Customers
15447,,1,155.17000000000002,1,1,1,Inactive Customers
15448,,1,494.64,1,1,1,Inactive Customers
15449,184.0,3,974.52,1,1,1,Inactive Customers
15450,29.0,1,429.84,3,1,1,Low Value Customers
15452,29.0,3,538.73,3,1,1,Low Value Customers
15453,1.0,7,1388.37,3,2,1,Good Customers
15454,361.0,1,179.1,1,1,1,Inactive Customers
15456,282.0,3,447.22,1,1,1,Inactive Customers
15457,,1,237.07,1,1,1,Inactive Customers
15458,,1,161.64,1,1,1,Inactive Customers
15460,,1,216.76,1,1,1,Inactive Customers
15462,93.0,3,234.6,1,1,1,Inactive Customers
15463,28.0,1,126.14,3,1,1,Low Value Customers
15464,337.0,1,1048.85,1,1,1,Inactive Customers
15465,61.0,18,7354.62,2,3,3,Good Customers
15466,,1,334.53,1,1,1,Inactive Customers
15467,151.0,3,524.88,1,1,1,Inactive Customers
15468,,2,467.51,1,1,1,Inactive Customers
15469,119.0,2,538.55,1,1,1,Inactive Customers
15471,1.0,1,469.48,3,1,1,Low Value Customers
15472,,1,371.56,1,1,1,Inactive Customers
15473,27.0,7,1771.2,3,2,1,Good Customers
15475,,1,454.11,1,1,1,Inactive Customers
15478,,2,1441.42,1,1,1,Inactive Customers
15480,,1,905.5,1,1,1,Inactive Customers
15482,35.0,12,11054.96,2,3,3,Good Customers
15483,160.0,4,233.81,1,1,1,Inactive Customers
15484,0.0,4,3594.31,3,1,2,Low Value Customers
15485,29.0,3,2575.0,3,1,2,Low Value Customers
15488,92.0,1,91.32000000000001,1,1,1,Inactive Customers
15489,210.0,3,1134.28,1,1,1,Inactive Customers
15491,94.0,6,3100.09,1,2,2,Inactive Customers
15492,27.0,2,659.46,3,1,1,Low Value Customers
15493,32.0,5,2001.8,2,2,2,Good Customers
15494,120.0,2,1299.23,1,1,1,Inactive Customers
15497,,2,1262.2,1,1,1,Inactive Customers
15498,2.0,27,13316.4,3,3,3,Best Customers
15500,7.0,4,1131.56,3,1,1,Low Value Customers
15502,66.0,12,10384.93,2,3,3,Good Customers
15503,362.0,1,147.09,1,1,1,Inactive Customers
15504,,1,52.83,1,1,1,Inactive Customers
15505,125.0,5,3610.96,1,2,2,Inactive Customers
15506,,3,979.26,1,1,1,Inactive Customers
15507,,1,492.36,1,1,1,Inactive Customers
15508,188.0,6,1000.27,1,2,1,Inactive Customers
15510,,1,250.0,1,1,1,Inactive Customers
15511,37.0,5,909.23,2,2,1,Good Customers
15512,155.0,2,121.0,1,1,1,Inactive Customers
15513,32.0,19,14758.22,2,3,3,Good Customers
15514,33.0,11,4139.46,2,3,2,Good Customers
15516,,3,62.43,1,1,1,Inactive Customers
15517,,1,267.03,1,1,1,Inactive Customers
15518,63.0,8,1942.45,2,2,1,Good Customers
15520,1.0,1,343.5,3,1,1,Low Value Customers
15521,94.0,8,3000.2,1,2,2,Inactive Customers
15522,32.0,2,398.84,2,1,1,Low Value Customers
15523,,1,412.01000000000005,1,1,1,Inactive Customers
15524,,1,440.0,1,1,1,Inactive Customers
15525,1.0,3,825.92,3,1,1,Low Value Customers
15526,32.0,2,148.44,2,1,1,Low Value Customers
15527,38.0,8,2429.78,2,2,2,Good Customers
15528,,1,229.33,1,1,1,Inactive Customers
15529,66.0,11,3995.23,2,3,2,Good Customers
15530,246.0,4,1502.3500000000001,1,1,1,Inactive Customers
15531,7.0,2,2007.44,3,1,2,Low Value Customers
15532,,4,1580.93,1,1,1,Inactive Customers
15533,88.0,3,807.57,2,1,1,Low Value Customers
15535,,4,536.4,1,1,1,Inactive Customers
15537,,1,110.92,1,1,1,Inactive Customers
15539,6.0,1,538.46,3,1,1,Low Value Customers
15540,,1,213.3,1,1,1,Inactive Customers
15541,,1,85.13000000000001,1,1,1,Inactive Customers
15543,,1,127.86,1,1,1,Inactive Customers
15544,27.0,9,3546.71,3,2,2,Good Customers
15545,370.0,2,292.71999999999997,1,1,1,Inactive Customers
15547,6.0,14,4954.84,3,3,2,Best Customers
15549,157.0,3,1693.26,1,1,1,Inactive Customers
15550,3.0,4,575.63,3,1,1,Low Value Customers
15551,36.0,1,436.06,2,1,1,Low Value Customers
15552,216.0,1,90.12,1,1,1,Inactive Customers
15553,59.0,1,437.23,2,1,1,Low Value Customers
15554,277.0,1,217.2,1,1,1,Inactive Customers
15555,29.0,16,4805.17,3,3,2,Best Customers
15556,,1,279.77,1,1,1,Inactive Customers
15557,28.0,1,473.65000000000003,3,1,1,Low Value Customers
15561,215.0,4,800.5899999999999,1,1,1,Inactive Customers
15562,,1,134.55,1,1,1,Inactive Customers
15563,,4,1400.44,1,1,1,Inactive Customers
15565,,2,173.16000000000003,1,1,1,Inactive Customers
15567,,1,186.01,1,1,1,Inactive Customers
15568,2.0,3,758.29,3,1,1,Low Value Customers
15569,331.0,5,1375.71,1,2,1,Inactive Customers
15570,6.0,12,4165.52,3,3,2,Best Customers
15571,33.0,4,650.4300000000001,2,1,1,Low Value Customers
15572,4.0,7,2552.86,3,2,2,Good Customers
15573,31.0,2,607.45,2,1,1,Low Value Customers
15574,371.0,4,702.25,1,1,1,Inactive Customers
15576,37.0,1,940.67,2,1,1,Low Value Customers
15577,150.0,3,258.88,1,1,1,Inactive Customers
15578,,1,127.1,1,1,1,Inactive Customers
15579,68.0,2,348.6,2,1,1,Low Value Customers
15581,120.0,13,3679.9700000000003,1,3,2,Inactive Customers
15582,219.0,3,682.9100000000001,1,1,1,Inactive Customers
15584,,4,725.11,1,1,1,Inactive Customers
15585,,1,455.3,1,1,1,Inactive Customers
15587,89.0,4,913.68,2,1,1,Low Value Customers
15589,310.0,3,478.53,1,1,1,Inactive Customers
15592,,1,388.58,1,1,1,Inactive Customers
15593,,1,199.8,1,1,1,Inactive Customers
15594,29.0,5,1771.78,3,2,1,Good Customers
15596,214.0,5,1406.59,1,2,1,Inactive Customers
15597,34.0,1,324.57,2,1,1,Low Value Customers
15598,,1,240.68,1,1,1,Inactive Customers
15599,,2,761.74,1,1,1,Inactive Customers
15601,88.0,14,6776.56,2,3,3,Good Customers
15602,7.0,9,1297.8700000000001,3,2,1,Good Customers
15603,,1,48.480000000000004,1,1,1,Inactive Customers
15604,,1,216.39000000000001,1,1,1,Inactive Customers
15605,35.0,5,1198.23,2,2,1,Good Customers
15606,60.0,9,2920.16,2,2,2,Good Customers
15607,336.0,1,104.76,1,1,1,Inactive Customers
15608,27.0,4,1093.68,3,1,1,Low Value Customers
15609,183.0,1,298.48,1,1,1,Inactive Customers
15610,,1,112.46000000000001,1,1,1,Inactive Customers
15611,190.0,13,1591.45,1,3,1,Inactive Customers
15612,35.0,2,195.15,2,1,1,Low Value Customers
15615,30.0,23,10399.74,3,3,3,Best Customers
15618,32.0,4,776.851,2,1,1,Low Value Customers
15619,,1,336.4,1,1,1,Inactive Customers
15620,220.0,3,1553.18,1,1,1,Inactive Customers
15621,3.0,4,1293.03,3,1,1,Low Value Customers
15622,281.0,9,3709.56,1,2,2,Inactive Customers
15623,,1,301.03000000000003,1,1,1,Inactive Customers
15624,,4,588.13,1,1,1,Inactive Customers
15625,130.0,4,1534.26,1,1,1,Inactive Customers
15626,,2,675.8,1,1,1,Inactive Customers
15628,4.0,9,2870.2400000000002,3,2,2,Good Customers
15630,,2,1186.35,1,1,1,Inactive Customers
15632,63.0,8,3285.31,2,2,2,Good Customers
15634,,1,243.55,1,1,1,Inactive Customers
15636,89.0,2,724.76,2,1,1,Low Value Customers
15637,,1,223.36,1,1,1,Inactive Customers
15639,,1,425.32,1,1,1,Inactive Customers
15640,3.0,15,12515.66,3,3,3,Best Customers
15641,281.0,4,1887.2,1,1,1,Inactive Customers
15643,191.0,3,664.0,1,1,1,Inactive Customers
15644,,4,813.0,1,1,1,Inactive Customers
15645,,1,612.01,1,1,1,Inactive Customers
15646,157.0,3,447.64000000000004,1,1,1,Inactive Customers
15648,,2,657.35,1,1,1,Inactive Customers
15649,335.0,2,816.0,1,1,1,Inactive Customers
15651,36.0,3,646.3,2,1,1,Low Value Customers
15652,90.0,1,337.74,2,1,1,Low Value Customers
15653,92.0,2,877.44,1,1,1,Inactive Customers
15654,,2,922.53,1,1,1,Inactive Customers
15655,242.0,1,560.6700000000001,1,1,1,Inactive Customers
15656,220.0,4,748.5,1,1,1,Inactive Customers
15657,,1,30.0,1,1,1,Inactive Customers
15658,189.0,5,1024.1000000000001,1,2,1,Inactive Customers
15659,,1,306.45,1,1,1,Inactive Customers
15660,282.0,9,1600.86,1,2,1,Inactive Customers
15661,338.0,2,309.8,1,1,1,Inactive Customers
15663,,1,138.14,1,1,1,Inactive Customers
15664,,1,386.43,1,1,1,Inactive Customers
15665,242.0,2,2242.01,1,1,2,Inactive Customers
15667,,1,301.32000000000005,1,1,1,Inactive Customers
15668,217.0,1,76.32000000000001,1,1,1,Inactive Customers
15669,,4,684.34,1,1,1,Inactive Customers
15670,,1,173.05,1,1,1,Inactive Customers
15671,94.0,7,2657.13,1,2,2,Inactive Customers
15673,87.0,4,2881.02,2,1,2,Low Value Customers
15674,213.0,5,2446.6,1,2,2,Inactive Customers
15675,154.0,3,323.69,1,1,1,Inactive Customers
15676,34.0,3,3435.76,2,1,2,Low Value Customers
15677,,1,657.23,1,1,1,Inactive Customers
15678,,1,352.7,1,1,1,Inactive Customers
15679,29.0,4,781.28,3,1,1,Low Value Customers
15680,365.0,3,1333.68,1,1,1,Inactive Customers
15681,27.0,5,1426.16,3,2,1,Good Customers
15683,,1,193.75,1,1,1,Inactive Customers
15687,8.0,9,2993.1,3,2,2,Good Customers
15689,119.0,2,254.1,1,1,1,Inactive Customers
15690,3.0,2,239.76,3,1,1,Low Value Customers
15691,251.0,1,136.8,1,1,1,Inactive Customers
15692,27.0,1,191.04,3,1,1,Low Value Customers
15694,0.0,14,6479.4,3,3,3,Best Customers
15695,,2,409.98,1,1,1,Inactive Customers
15696,32.0,8,2736.46,2,2,2,Good Customers
15699,,1,309.65,1,1,1,Inactive Customers
15700,,2,696.68,1,1,1,Inactive Customers
15701,1.0,4,1542.14,3,1,1,Low Value Customers
15703,,1,211.5,1,1,1,Inactive Customers
15704,186.0,4,2293.62,1,1,2,Inactive Customers
15705,,1,143.1,1,1,1,Inactive Customers
15706,63.0,4,1060.56,2,1,1,Low Value Customers
15707,34.0,4,945.58,2,1,1,Low Value Customers
15708,222.0,7,3364.2400000000002,1,2,2,Inactive Customers
15709,283.0,1,133.25,1,1,1,Inactive Customers
15712,182.0,5,1072.3600000000001,1,2,1,Inactive Customers
15713,365.0,2,356.7,1,1,1,Inactive Customers
15714,,2,330.88,1,1,1,Inactive Customers
15716,369.0,4,1118.81,1,1,1,Inactive Customers
15717,,1,150.3,1,1,1,Inactive Customers
15719,32.0,13,5045.61,2,3,3,Good Customers
15720,,1,598.73,1,1,1,Inactive Customers
15721,,1,507.08000000000004,1,1,1,Inactive Customers
15722,35.0,5,2222.56,2,2,2,Good Customers
15723,364.0,1,203.10000000000002,1,1,1,Inactive Customers
15724,,2,218.25,1,1,1,Inactive Customers
15725,,1,415.25,1,1,1,Inactive Customers
15727,248.0,7,5178.96,1,2,3,Inactive Customers
15729,212.0,1,85.0,1,1,1,Inactive Customers
15730,65.0,3,1120.88,2,1,1,Low Value Customers
15732,211.0,2,294.12,1,1,1,Inactive Customers
15733,282.0,1,162.3,1,1,1,Inactive Customers
15734,,2,1339.45,1,1,1,Inactive Customers
15737,185.0,8,1205.1200000000001,1,2,1,Inactive Customers
15738,63.0,16,4812.42,2,3,2,Good Customers
15739,65.0,1,449.12,2,1,1,Low Value Customers
15740,,1,154.88,1,1,1,Inactive Customers
15743,36.0,4,784.46,2,1,1,Low Value Customers
15744,,1,34.8,1,1,1,Inactive Customers
15745,33.0,4,1094.5900000000001,2,1,1,Low Value Customers
15746,,1,196.88,1,1,1,Inactive Customers
15747,119.0,3,974.04,1,1,1,Inactive Customers
15748,,1,149.31,1,1,1,Inactive Customers
15749,331.0,3,44534.3,1,1,3,Inactive Customers
15750,2.0,8,2465.48,3,2,2,Good Customers
15752,92.0,7,2637.38,1,2,2,Inactive Customers
15753,304.0,1,79.2,1,1,1,Inactive Customers
15754,246.0,3,458.57,1,1,1,Inactive Customers
15755,87.0,6,2364.25,2,2,2,Good Customers
15756,60.0,4,532.96,2,1,1,Low Value Customers
15757,65.0,2,714.42,2,1,1,Low Value Customers
15758,,1,205.25,1,1,1,Inactive Customers
15759,217.0,3,253.04000000000002,1,1,1,Inactive Customers
15762,64.0,2,583.75,2,1,1,Low Value Customers
15763,31.0,2,1086.92,2,1,1,Low Value Customers
15764,87.0,6,3279.9700000000003,2,2,2,Good Customers
15766,63.0,1,315.06,2,1,1,Low Value Customers
15768,,3,621.83,1,1,1,Inactive Customers
15769,6.0,26,56252.72,3,3,3,Best Customers
15773,5.0,1,635.6800000000001,3,1,1,Low Value Customers
15774,68.0,1,270.8,2,1,1,Low Value Customers
15775,244.0,1,104.9,1,1,1,Inactive Customers
15776,,1,241.62,1,1,1,Inactive Customers
15777,240.0,4,1047.1100000000001,1,1,1,Inactive Customers
15780,183.0,3,475.28000000000003,1,1,1,Inactive Customers
15781,305.0,3,345.46000000000004,1,1,1,Inactive Customers
15782,88.0,3,2614.74,2,1,2,Low Value Customers
15783,,1,246.3,1,1,1,Inactive Customers
15785,32.0,5,2328.9700000000003,2,2,2,Good Customers
15786,,3,4932.2,1,1,2,Inactive Customers
15787,60.0,3,948.05,2,1,1,Low Value Customers
15789,,1,351.3,1,1,1,Inactive Customers
15790,,1,220.85,1,1,1,Inactive Customers
15791,,2,1612.69,1,1,1,Inactive Customers
15793,,3,965.61,1,1,1,Inactive Customers
15795,,1,610.01,1,1,1,Inactive Customers
15796,0.0,8,2711.56,3,2,2,Good Customers
15797,213.0,4,2207.4,1,1,2,Inactive Customers
15799,184.0,3,884.14,1,1,1,Inactive Customers
15800,246.0,2,699.08,1,1,1,Inactive Customers
15801,59.0,3,1063.95,2,1,1,Low Value Customers
15802,,1,451.42,1,1,1,Inactive Customers
15803,,1,415.82000000000005,1,1,1,Inactive Customers
15804,0.0,13,4206.39,3,3,2,Best Customers
15805,31.0,17,5528.4800000000005,2,3,3,Good Customers
15806,157.0,3,784.58,1,1,1,Inactive Customers
15807,,3,903.9,1,1,1,Inactive Customers
15808,305.0,4,3734.9700000000003,1,1,2,Inactive Customers
15809,35.0,5,515.77,2,2,1,Good Customers
15810,,4,1391.98,1,1,1,Inactive Customers
15811,364.0,6,2218.62,1,2,2,Inactive Customers
15812,151.0,5,1801.14,1,2,1,Inactive Customers
15813,,2,1303.9099999999999,1,1,1,Inactive Customers
15814,35.0,4,1945.3300000000002,2,1,1,Low Value Customers
15815,63.0,5,2100.6,2,2,2,Good Customers
15819,276.0,4,1905.45,1,1,1,Inactive Customers
15820,,1,206.98,1,1,1,Inactive Customers
15821,60.0,2,570.96,2,1,1,Low Value Customers
15822,2.0,2,885.47,3,1,1,Low Value Customers
15823,371.0,1,15.0,1,1,1,Inactive Customers
15825,,1,532.94,1,1,1,Inactive Customers
15826,,3,1654.31,1,1,1,Inactive Customers
15827,182.0,14,1836.09,1,3,1,Inactive Customers
15829,98.0,2,636.14,1,1,1,Inactive Customers
15830,37.0,1,576.0,2,1,1,Low Value Customers
15831,57.0,3,801.76,2,1,1,Low Value Customers
15832,,1,836.79,1,1,1,Inactive Customers
15834,276.0,4,2233.75,1,1,2,Inactive Customers
15835,,4,954.09,1,1,1,Inactive Customers
15836,,1,137.37,1,1,1,Inactive Customers
15837,64.0,1,391.98,2,1,1,Low Value Customers
15838,64.0,19,33643.08,2,3,3,Good Customers
15839,32.0,3,1048.49,2,1,1,Low Value Customers
15840,58.0,2,355.56,2,1,1,Low Value Customers
15841,217.0,4,1224.06,1,1,1,Inactive Customers
15843,303.0,1,118.95,1,1,1,Inactive Customers
15844,,1,130.73999999999998,1,1,1,Inactive Customers
15845,35.0,8,3711.77,2,2,2,Good Customers
15847,37.0,2,389.27,2,1,1,Low Value Customers
15850,,2,238.85,1,1,1,Inactive Customers
15852,186.0,2,160.71,1,1,1,Inactive Customers
15853,,1,110.8,1,1,1,Inactive Customers
15854,3.0,12,2974.65,3,3,2,Best Customers
15855,183.0,5,712.24,1,2,1,Inactive Customers
15856,3.0,27,16387.57,3,3,3,Best Customers
15857,,1,297.0,1,1,1,Inactive Customers
15858,59.0,5,1438.85,2,2,1,Good Customers
15860,98.0,8,977.21,1,2,1,Inactive Customers
15861,,8,3165.36,1,2,2,Inactive Customers
15862,7.0,4,832.88,3,1,1,Low Value Customers
15863,,2,68.84,1,1,1,Inactive Customers
15864,66.0,6,1936.32,2,2,1,Good Customers
15865,88.0,3,895.13,2,1,1,Low Value Customers
15866,,1,230.53,1,1,1,Inactive Customers
15867,4.0,15,3812.64,3,3,2,Best Customers
15869,276.0,2,149.64,1,1,1,Inactive Customers
15870,32.0,1,354.09000000000003,2,1,1,Low Value Customers
15872,,2,360.93,1,1,1,Inactive Customers
15874,63.0,7,4405.88,2,2,2,Good Customers
15877,1.0,2,493.28,3,1,1,Low Value Customers
15880,368.0,1,343.28,1,1,1,Inactive Customers
15881,363.0,5,501.39,1,2,1,Inactive Customers
15882,367.0,4,516.36,1,1,1,Inactive Customers
15883,1.0,2,396.48,3,1,1,Low Value Customers
15885,92.0,3,379.35,1,1,1,Inactive Customers
15886,59.0,1,181.09,2,1,1,Low Value Customers
15888,,1,168.31,1,1,1,Inactive Customers
15889,156.0,2,446.87,1,1,1,Inactive Customers
15891,,1,524.52,1,1,1,Inactive Customers
15894,368.0,2,263.55,1,1,1,Inactive Customers
15895,,1,179.17,1,1,1,Inactive Customers
15897,,2,222.05,1,1,1,Inactive Customers
15898,0.0,5,1388.88,3,2,1,Good Customers
15899,368.0,1,56.25,1,1,1,Inactive Customers
15900,,1,351.11,1,1,1,Inactive Customers
15901,154.0,3,363.88,1,1,1,Inactive Customers
15903,27.0,7,5126.76,3,2,3,Good Customers
15904,7.0,1,164.68,3,1,1,Low Value Customers
15906,67.0,7,1567.69,2,2,1,Good Customers
15907,3.0,3,967.45,3,1,1,Low Value Customers
15909,,1,191.94,1,1,1,Inactive Customers
15910,0.0,8,1232.18,3,2,1,Good Customers
15912,,2,264.62,1,1,1,Inactive Customers
15916,29.0,8,1528.09,3,2,1,Good Customers
15917,247.0,1,123.1,1,1,1,Inactive Customers
15918,190.0,2,334.23,1,1,1,Inactive Customers
15919,368.0,2,639.89,1,1,1,Inactive Customers
15920,153.0,4,167.5,1,1,1,Inactive Customers
15921,,1,336.03000000000003,1,1,1,Inactive Customers
15922,372.0,1,369.5,1,1,1,Inactive Customers
15923,372.0,1,127.08,1,1,1,Inactive Customers
15925,,1,207.15,1,1,1,Inactive Customers
15930,66.0,1,426.63,2,1,1,Low Value Customers
15932,3.0,8,2495.87,3,2,2,Good Customers
15933,,3,1107.46,1,1,1,Inactive Customers
15935,241.0,2,416.86,1,1,1,Inactive Customers
15937,63.0,1,145.35000000000002,2,1,1,Low Value Customers
15938,248.0,5,404.58000000000004,1,2,1,Inactive Customers
15939,89.0,15,6115.01,2,3,3,Good Customers
15940,310.0,1,35.8,1,1,1,Inactive Customers
15942,,1,337.44,1,1,1,Inactive Customers
15944,276.0,1,325.1,1,1,1,Inactive Customers
15945,364.0,1,181.0,1,1,1,Inactive Customers
15947,,1,1708.24,1,1,1,Inactive Customers
15948,7.0,2,955.24,3,1,1,Low Value Customers
